NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Atelier Vieux Saint-Ouen,93,Saint-Ouen,93070,93400,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,7,,,,RUE,DES,CHATEAUX,933009139,13,134,13413,"651091,8","6869003,6"
Atelier-Musﾂe du Pays d'Antony,92,Antony,92002,92160,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,20, ,,,RUE,,VELPEAU,923003072,13,133,13311,"648684,7479","6850844,794"
Ateliers Arts et Loisirs,94,Bry-sur-Marne,94015,94360,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,2, ,,,GR,,CHARLES DE GAULLE,943004141,13,134,13413,"664764,989","6859586,297"
Ateliers Beaux-Arts de la Ville de Paris,75,Paris 12e Arrondissement,75112,75012,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,6,,,,RUE,DE,POMMARD,753003464,13,134,13413,"654829,7253","6859716,173"
Ateliers Beaux-Arts de la Ville de Paris,75,Paris 15e Arrondissement,75115,75015,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,3, ,,,RUE,,CORBON,752004381,13,134,13413,"648861,4714","6859835,287"
Ateliers Beaux-Arts de la Ville de Paris,75,Paris 19e Arrondissement,75119,75019,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,41,,,,RUE,DE,TANGER,753003468,13,134,13413,"653826,735","6865487,912"
Ateliers Beaux-Arts de la Ville de Paris,75,Paris 20e Arrondissement,75120,75020,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,5, ,,,PL,,MARC BLOCH,752004385,13,134,13413,"656107,0014","6861740,833"
Ateliers Beaux-Arts de la Ville de Paris,75,Paris 20e Arrondissement,75120,75020,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,15, ,,,RUE,,SORBIER,752004386,13,134,13413,"655406,9107","6863105,438"
Ateliers Beaux-Arts de la Ville de Paris,75,Paris 3e Arrondissement,75103,75003,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,48, ,,,RUE,,SEVIGNE,752004368,13,134,13413,"653302,2406","6862160,961"
Ateliers Beaux-Arts de la Ville de Paris,75,Paris 6e Arrondissement,75106,75006,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,6,,,,RUE,DE,LITTRE,753003463,13,134,13413,"650371,7757","6860846,711"
Ateliers d'Art,94,Saint-Maur-des-Fossﾂs,94068,94100,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,5,t,,,AV,DU,BAC,943005625,13,134,13413,"663564,8334","6855389,129"
Ateliers de la Cour Carrﾂe,77,Pontault-Combault,77373,77340,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,107,,,,AV,DE L',REPUBLIQUE,770000053,13,134,13413,"671131,0337","6855735,887"
Ateliers des beaux-Arts,92,Le Plessis-Robinson,92060,92350,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,8,,,,AV,,LEON BLUM,923005947,13,134,13413,"645281,5","6853071,7"
ateliers d'expression culturelle et artistique,94,Saint-Maurice,94069,94410,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,55,,,,RUE,DU,MARECHAL LECLERC,943006831,13,134,13413,"657615,4","6857713,3"
Ateliers du Carrousel Les Arts Dﾂcoratifs,75,Paris 1er Arrondissement,75101,75001,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,111, , , ,RUE,DE,RIVOLI,753000041,13,134,13413,"651015,4617","6862819,3"
Ateliers ENSBA,93,Saint-Ouen,93070,93400,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,21,,,,,,5,,,,RUE,,PAUL BERT,933009161,10,103,10312,"651701,5836","6867150,232"
Ateliers Sisley,92,Villeneuve-la-Garenne,92078,92390,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,30, ,,,QU,,ALFRED SISLEY,923004803,13,134,13413,"651309,636","6871212,416"
Atla Le Village des Musiques Actuelles,75,Paris 18e Arrondissement,75118,75018,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,,,12, ,,,VLA,,DE GUELMA,750000049,10,103,10315,"651400,4542","6865014,248"
Au Club Montmartrois - Danse,75,Paris 18e Arrondissement,75118,75018,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,60, , , ,RUE, ,ORDENER,753000959,13,132,13211,"652152,8358","6865980,835"
Au Forum du Mouvement - Danse,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,31, , , ,AV, ,PARMENTIER,753000230,13,132,13211,"654313,2202","6862557,971"
Auditorium A et R Tribouilloy,93,Bondy,93010,93140,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,75,,,,AV,,HENRI BARBUSSE,933009121,13,132,13211,"662481,5173","6867105,925"
Auditorium Centre Culturel Sainte-Anne,92,Neuilly-sur-Seine,92051,92200,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,70, ,,,AV,DU,ROULE,923005967,13,133,13313,"646873,6017","6865035,045"
Auditorium Conservatoire Jean-Baptiste Lully,92,Puteaux,92062,92800,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,5,,,,RUE,,FRANCIS DE PRESSENSE,923005902,13,133,13313,"644008,1849","6864255,599"
Auditorium CRD Niedermeyer  ,92,Issy-les-Moulineaux,92040,92130,2,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,11, ,,,RUE,,DANTON MAIL RAYMOND MENAND,923005978,13,133,13313,"646350,3124","6858572,375"
Auditorium Jean-Pierre Miquel,94,Vincennes,94080,94300,3,Non,,,,,,,,,,,,,,,,,,,,Oui,thﾂﾃtre de ville,,,,,,,,,,98, ,,,RUE,DE,FONTENAY,943005428,13,133,13313,"658844,1398","6861049,555"
Autograf Formations,75,Paris 20e Arrondissement,75120,75020,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,35, , ,,RUE,,SAINT-BLAISE,751007688,10,103,10315,"656446,9468","6862226,152"
Avara - Centre Socio-culturel de la Vallﾂe aux Renards,94,Fresnes,94034,94260,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,2, ,,,ALL,DU,COLONEL RIVIERE,943004530,13,134,13414,"650364,9481","6851960,364"
Bailly Contemporain,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,38, , , ,RUE,DE,SEINE,753001165,13,133,13321,"651333,0657","6861880,204"
Balice Hertling,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,47, , , ,RUE, ,RAMPONEAU,753001038,13,133,13321,"654637,0956","6863701,496"
Basilique de Saint-Denis,93,Saint-Denis,93066,93200,1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,174238,,1, ,,,RUE,DE LA,LEGION D'HONNEUR,933006679,21,211,21111,"653021,7832","6870789,687"
Basilique du Sacrﾂ-coeur,75,Paris 18e Arrondissement,75118,75018,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10500000,,35, , , ,RUE,,CHEVALIER DE LA BARRE,752009884,21,211,21111,"651853,2829","6865431,246"
Bernheim-Jeune,75,Paris 8e Arrondissement,75108,75008,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,27, , , ,AV, ,MATIGNON,753001196,13,133,13321,"649671,4369","6863725,232"
Bernheim-Jeune,75,Paris 8e Arrondissement,75108,75008,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,83, , , ,RUE,DU,FAUBOURG SAINT-HONORE,753001195,13,133,13321,"649670,3092","6863745,199"
Bﾂtonsalon - Centre d'art et de recherche,75,Paris 13e Arrondissement,75113,75013,2,Non,,,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,9,,,,ESP,,PIERRE VIDAL-NIQUET,753002091,13,133,13321,"654619,0651","6859000,386"
Beverley,75,Paris 2e Arrondissement,75102,75002,3,Non,,,,,,,,,Oui,gﾂnﾂraliste,1,,,,,,,,,,,,,,,,,,,,14,,,,RUE,DE LA,VILLE NEUVE,753002688,13,136,13611,"652224,3465","6863540,057"
Biblio Club de Vanves,92,Vanves,92075,92170,3,Non,,,Oui,0,Non,577,A,,,,,,,,,,,,,,,,,,,,,,,,28, ,,,RUE,,AUGUSTE COMTE,923004822,13,131,13116,"648167,1184","6858627,525"
Bibliotheque,94,Marolles-en-Brie,94048,94440,3,Non,,,Oui,0,Non,0,M,4236,,,,,,,,,,,,,,,,,,,,,,,, ,,,PL,DES,QUATRE SAISONS,943004904,13,131,13116,"667124,2619","6848619,377"
Bibliothﾊque,75,Paris 16e Arrondissement,75113,75013,3,Non,,,Oui,,Non,80,A,,,,,,,,,,,,,,,,,,,,,,,,39,,,,RUE,DES,LONGUES RAIES,753002069,13,131,13116,"651976,4813","6858103,422"
Bibliothﾊque,77,Courtry,77139,77181,3,Non,,,Oui,0,Non,48,I,6019,,,,,,,,,,,,,,,,,,,,,,,,,,,RUE,DES,ORMEAUX,770000019,13,131,13116,"670486,4428","6868175,45"
Bibliothﾊque,77,Le Mesnil-Amelot,77291,77990,3,Non,,,Oui,0,Non,150,M,9614,,,,,,,,,,,,,,,,,,,,,,,2,,,,RUE,DU,CHAPEAU,770000058,13,131,13116,"670091,795","6879824,221"
Bibliothﾊque,77,Lﾂsigny,77249,77150,3,Non,,,Oui,0,Non,170,M,3488,,,,,,,,,,,,,,,,,,,,,,,,,,,RUE,DE,VILLARCEAU,770000006,13,131,13116,"672098,2811","6849950,149"
Bibliothﾊque,77,Servon,77053,77170,3,Non,,,Oui,0,Non,80,M,9646,,,,,,,,,,,,,,,,,,,,,,,15,,,,RUE,DE LA,POSTE,770000023,13,131,13116,"669711,771","6846294,096"
Bibliothﾊque,78,Carriﾊres-sur-Seine,78124,78400,3,Non,,,Oui,0,Non,405,I,3539,,,,,,,,,,,,,,,,,,,,,,,33,,,,RUE,DES,VIGNES BLANCHES,780000059,13,131,13116,"639576,0741","6868157,738"
Bibliothﾊque,78,Croissy-sur-Seine,78190,78293,3,Non,,,Oui,0,Non,219,I,3547,,,,,,,,,,,,,,,,,,,,,,,12,,,,GR,,,780000043,13,131,13116,"637075,9634","6864579,232"
Bibliothﾊque,78,Le Chesnay,78158,78150,3,Non,,,Oui,0,Non,1995,M,3542,,,,,,,,,,,,,,,,,,,,,,,37,,,,RUE,,CARRUEL DE SAINT MARTIN,780000025,13,131,13116,"635545,4143","6858237,041"
Bibliothﾊque,78,Viroflay,78686,78220,3,Non,,,Oui,0,Non,1852,M,3599,,,,,,,,,,,,,,,,,,,,,,,74,,,,AV,DU,GENERAL LECLERC,780000051,13,131,13116,"639527,6368","6856377,558"
Bibliothﾊque,91,Brunoy,91114,91800,3,Non,,,Oui,0,Non,460,I,10612,,,,,,,,,,,,,,,,,,,,,,,2,,,,RUE,DE,PHILISBOURG,910000076,13,131,13116,"663604,6494","6844330,278"
Bibliothﾊque,91,Saclay,91534,91400,3,Non,,,Oui,,,260,I,,,,,,,,,,,,,,,,,,,,,,,,5,b,,,RUE,DE,PALAISEAU,910000108,13,131,13116,"639370,0055","6848158,635"
Bibliothﾊque,91,Wissous,91689,91320,3,Non,,,Oui,0,Non,220,M,4136,,,,,,,,,,,,,,,,,,,,,,,24,,,,RUE,DU,GENERAL DE GRESSOT,910000025,13,131,13116,"650610,9125","6848543,619"
Bibliothﾊque,92,Chaville,92022,92370,3,Non,,,Oui,0,Non,1053,M,4146,,,,,,,,,,,,,,,,,,,,,,,3, ,,,PRV,,ROBERT SCHUMAN,923000835,13,131,13116,"640736,0001","6857250,93"
Bibliothﾊque,93,Les Pavillons-sous-Bois,93057,93320,3,Non,,,Oui,0,Non,760,M,4198,,,,,,,,,,,,,,,,,,,,,,,8, ,,,ALL,,ROBILLARD,933001614,13,131,13116,"663797,2904","6867367,763"
Bibliothﾊque,94,Mandres-les-Roses,94047,94520,3,Non,,,Oui,0,Non,50,M,4235,,,,,,,,,,,,,,,,,,,,,,,4, ,,,PL,DU,GENERAL DE GAULLE,943004893,13,131,13116,"666252,4606","6844576,37"
Bibliothﾊque,94,Santeny,94070,94440,3,Non,,,Oui,0,Non,0,M,,,,,,,,,,,,,,,,,,,,,,,,3, ,,,RTE,,MAROLLES,943002685,13,131,13116,"668448,6762","6847507,137"
Bibliothﾊque,95,Deuil-la-Barre,95197,95170,3,Non,,,Oui,0,Non,350,I,4268,,,,,,,,,,,,,,,,,,,,,,,38,,,,RUE,,SOEUR AZELIE,950000050,13,131,13116,"650651,9649","6874874,216"
Bibliothﾊque,95,Montmagny,95427,95360,3,Non,,,Oui,0,Non,323,M,4292,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,DU,QUEBEC,950000064,13,131,13116,"651614,1984","6874196,398"
Bibliothﾊque ,91,Biﾊvres,91064,91570,3,Non,,,Oui,0,Non,400,M,4070,,,,,,,,,,,,,,,,,,,,,,,2,,,,RUE,DES,ECOLES,910000055,13,131,13116,"642493,5968","6850804,568"
Bibliothﾊque - Discothﾊque,92,Le Plessis-Robinson,92060,92350,3,Non,,,Oui,0,Non,895,M,4164,,,,,,,,,,,,,,,,,,,,,,,2, ,,,RUE,,ANDRE LE NOTRE,923001576,13,131,13116,"645211,163","6853453,474"
Bibliothﾊque  Le Grenier,91,Boussy-Saint-Antoine,91097,91800,3,Non,,,Oui,0,Non,90,I,5303,,,,,,,,,,,,,,,,,,,,,,,5,,,,PL,DES,DROITS DE L'HOMME,910000074,13,131,13116,"665405,868","6843303,37"
Bibliothﾊque (section Jeunesse),94,Saint-Maur-des-Fossﾂs,94068,94100,3,Non,,,Oui,0,Non,0,M,,,,,,,,,,,,,,,,,,,,,,,,32,t,,,AV,,MISS CAVEL,943002599,13,131,13116,"662558,4122","6855771,192"
Bibliothﾊque Alphonse Daudet,93,Aulnay-sous-Bois,93005,93600,3,Non,,,Oui,0,Non,279,M,6243,,,,,,,,,,,,,,,,,,,,,,,, ,,,RUE,,HAMEAU,933000373,13,131,13116,"663725,671","6872096,208"
Bibliothﾊque Ana Langfus,95,Sarcelles,95585,95200,3,Non,,,Oui,0,Non,680,I,6314,,,,,,,,,,,,,,,,,,,,,,,37,,,,BD,,HENRI BERGSON,950000043,13,131,13116,"654381,5146","6875366,611"
Bibliothﾊque Andrﾂ Breton,93,Aubervilliers,93001,93300,3,Non,,,Oui,0,Non,600,I,10322,,,,,,,,,,,,,,,,,,,,,,,1, ,,,RUE,,BORDIER,933000332,13,131,13116,"655139,3991","6867182,173"
Bibliothﾊque Andrﾂ Malraux,93,Les Lilas,93045,93260,3,Non,,,Oui,0,Non,850,I,4189,,,,,,,,,,,,,,,,,,,,,,,35, ,,,PL,,CHARLES DE GAULLE,933000221,13,131,13116,"657380,459","6864897,401"
Bibliothﾊque Annexe Adultes,92,Garches,92033,92380,3,Non,,,Oui,0,Non,180,M,6221,,,,,,,,,,,,,,,,,,,,,,,27, ,,,RUE,,19 JANVIER,923001280,13,131,13116,"641126,5734","6861396,63"
Bibliotheque annexe du Taillis,91,Yerres,91691,91330,3,Non,,,Oui,,,90,I,12343,,,,,,,,,,,,,,,,,,,,,,,,,,,RUE,,HENRIETTE,910000146,13,131,13116,"661522,6416","6844396,486"
Bibliothﾊque Annexe Jacques-Brel,92,Bois-Colombes,92009,92270,3,Non,,,Oui,0,Non,200,M,12269,,,,,,,,,,,,,,,,,,,,,,,136, ,,,RUE,,ABBE GLATZ,923000489,13,131,13116,"646474,7993","6869450,386"
Bibliothﾊque Bendern,78,La Celle-Saint-Cloud,78126,78170,3,Non,,,Oui,0,Non,120,M,3540,,,,,,,,,,,,,,,,,,,,,,,4,,,,PL,DU,COMTE DE BENDERN,780000023,13,131,13116,"635749,4368","6860464,088"
Bibliotheque Billancourt,92,Boulogne-Billancourt,92012,92100,3,Non,,,Oui,0,Non,450,M,6211,,,,,,,,,,,,,,,,,,,,,,,11,b,,,RUE,,CLAMART,923000604,13,131,13116,"644453,8224","6859254,567"
Bibliothﾊque Bleuets,94,Crﾂteil,94028,94000,3,Non,,,Oui,0,Non,300,I,,,,,,,,,,,,,,,,,,,,,,,,1, ,,,PL,,BOULEAUX,943001123,13,131,13116,"659950,0682","6856006,798"
Bibliothﾊque Boris Vian,92,Ville-d'Avray,92077,92410,3,Non,,,Oui,0,Non,850,M,4172,,,,,,,,,,,,,,,,,,,,,,,, ,,,PL,,CHARLES DE GAULLE,923002913,13,131,13116,"640496,2479","6858770,205"
Bibliothﾊque Centrale Robert-desnos,93,Montreuil,93048,93100,2,Non,,,Oui,0,Non,3000,I,4192,,,,,,,,,,,,,,,,,,,,,,,14, ,,,BD,,ROUGET DE LISLE,933001898,13,131,13116,"658941,6454","6862515,513"
Bibliothﾊque Charentonneau Renﾂ Coty,94,Maisons-Alfort,94046,94700,3,Non,,,Oui,0,Non,140,M,6288,,,,,,,,,,,,,,,,,,,,,,,120, ,,,RUE,,ROGER FRANCOIS,943001743,13,131,13116,"659164,2512","6856867,568"
Bibliothﾊque Charlotte Delbo,91,Vigneux-sur-Seine,91657,91270,3,Non,,,Oui,0,Non,900,M,4130,,,,,,,,,,,,,,,,,,,,,,,63,,,,AV,,HENRI BARBUSSE,910000036,13,131,13116,"657307,953","6844609,287"
Bibliothﾊque Colonel Fabien,93,Montreuil,93048,93100,3,Non,,,Oui,0,Non,220,I,6258,,,,,,,,,,,,,,,,,,,,,,,118, ,,,AV,,COLONEL FABIEN,933001899,13,131,13116,"660078,9079","6864298,633"
Bibliothﾊque Cyrano de Bergerac,93,Clichy-sous-Bois,93014,93390,3,Non,,,Oui,1,Non,986,M,4181,,,,,,,,,,,,,,,,,,,,,,,58,,,,ALL,,CYRANO DE BERGERAC,933008961,13,131,13116,"666530,3427","6868697,28"
Bibliotheque Daniel-Renoult,93,Montreuil,93048,93100,3,Non,,,Oui,0,Non,179,I,6257,,,,,,,,,,,,,,,,,,,,,,,22, ,,,PL, ,MORILLON,933001900,13,131,13116,"661826,8482","6862945,097"
Bibliothﾊque de la Citﾂ des Sciences,75,Paris 19e Arrondissement,75119,75019,1,Non,,,Oui,0,Oui,,E,3380,,,,,,,,,,,,,,,,,,,,,,,30, ,,,AV,,CORENTIN CARIOU,752003503,13,131,13116,"655064,5442","6866276,332"
Bibliothﾊque de la Fontaine,94,Boissy-Saint-Lﾂger,94004,94470,3,Non,,,Oui,0,Non,50,A,,,,,,,,,,,,,,,,,,,,,,,,, ,,,RUE,,VALLOU DE VILLENEUVE,943000506,13,131,13116,"663868,8108","6850050,498"
Bibliothﾊque de l'Arsenal -Charles Nodier,75,Paris 4e Arrondissement,75104,75004,3,Non,,,,,,,,,,,,Oui,MI,,,,,Oui,Oui,,,,,,,,,,,,1, ,,,RUE,,SULLY,753002073,13,133,13311,"653301,3564","6861332,42"
Bibliothﾊque de Limeil-Brﾂvannes,94,Limeil-Brﾂvannes,94044,94450,3,Non,,,Oui,0,Non,600,I,4233,,,,,,,,,,,,,,,,,,,,,,,27,q,,,AV,,SABLIERE,943001693,13,131,13116,"662817,1864","6850463,535"
Bibliothﾊque de Quartier du Chaperon Vert,94,Gentilly,94037,94250,3,Non,,,Oui,1,Non,197,M,6286,,,,,,,,,,,,,,,,,,,,,,,, ,,,PL,,MARCEL CACHIN,943001339,13,131,13116,"651053,9757","6857183,065"
Bibliothﾊque de Quartier Les Damiers,92,Courbevoie,92026,92400,3,Non,,,Oui,0,Non,150,M,6219,,,,,,,,,,,,,,,,,,,,,,,30, ,,,PL,,SAISONS,923001056,13,131,13116,"645182,9097","6865726,647"
Bibliothﾊque de Quartier Louis Bonin,94,Orly,94054,94310,3,Non,,,Oui,0,Non,72,M,6290,,,,,,,,,,,,,,,,,,,,,,,1, ,,,RUE,,LOUIS BONIN,943002216,13,131,13116,"655593,7853","6849397,331"
Bibliothﾊque des Gondoles ?,94,Choisy-le-Roi,94022,94600,3,Non,,,Oui,0,Non,170,M,6272,,,,,,,,,,,,,,,,,,,,,,,1, ,,,AV,,ALFORTVILLE,943000878,13,131,13116,"656928,6098","6852044,978"
Bibliothﾊque des Grﾂsillons Robert Doisneau,92,Gennevilliers,92036,92230,3,Non,,,Oui,0,Non,610,M,6223,,,,,,,,,,,,,,,,,,,,,,,30, ,,,RUE,,FRANCOIS KOVAC,923001305,13,131,13116,"648792,2747","6868836,893"
Bibliothﾊque des Jeunes Fernand Dupuy ?,94,Choisy-le-Roi,94022,94600,3,Non,,,Oui,0,Non,550,M,10333,,,,,,,,,,,,,,,,,,,,,,,, ,,,PARC,,MAIRIE,943000877,13,131,13116,"656584,9099","6851495,712"
Bibliothﾊque des Mazuriﾊres,92,Rueil-Malmaison,92063,92500,3,Non,,,Oui,1,Non,120,M,10616,,,,,,,,,,,,,,,,,,,,,,,93,,,,RUE,DES,MAZURIERES,923006030,13,131,13116,"640900,1231","6863158,506"
Bibliothﾊque des Navigateurs - Maison pour Tous ?,94,Choisy-le-Roi,94022,94600,3,Non,,,Oui,0,Non,110,M,6274,,,,,,,,,,,,,,,,,,,,,,,30, ,,,AV,,NEWBURN,943000879,13,131,13116,"656799,7471","6850619,91"
Bibliothﾊque du Centre,94,Maisons-Alfort,94046,94700,3,Non,,,Oui,0,Non,150,M,6289,,,,,,,,,,,,,,,,,,,,,,,34, ,,,AV,,PROFESSEUR CADIOT,943001744,13,131,13116,"658362,0859","6856088,114"
Bibliothﾊque du Jardin Parisien,92,Clamart,92023,92140,3,Non,,,Oui,0,Non,65,I,6213,,,,,,,,,,,,,,,,,,,,,,,76,b,,,RUE,,PARC,923000917,13,131,13116,"645314,7897","6854946,525"
Bibliothﾊque du Mont Mesly,94,Crﾂteil,94028,94000,3,Non,,,Oui,,,300,M,,,,,,,,,,,,,,,,,,,,,,,,5, ,,,RUE,,ALBERT DOYEN,943001122,13,131,13116,"661050,6913","6853377,249"
Bibliothﾊque du Point du Jour,92,Boulogne-Billancourt,92012,92100,3,Non,,,Oui,0,Non,450,M,6209,,,,,,,,,,,,,,,,,,,,,,,128, ,,,RUE,,ENFANTS DU PARADIS,923000621,13,131,13116,"645441,7097","6859484,268"
Bibliothﾊque du Port-ﾅ-l'anglais,94,Vitry-sur-Seine,94081,94400,3,Non,,,Oui,0,Non,75,M,10335,,,,,,,,,,,,,,,,,,,,,,,53,b,,,AV,,CHARLES FOURIER,943003127,13,131,13116,"656355,7352","6855986,13"
Bibliothﾊque Dumont,93,Aulnay-sous-Bois,93005,93600,2,Non,,,Oui,0,Non,2255,M,4175,,,,,,,,,,,,,,,,,,,,,,,12, ,,,BD,,GALLIENI,933000371,13,131,13116,"663032,9719","6870261,511"
Bibliothﾊque Elsa Triolet,93,Aulnay-sous-Bois,93005,93600,3,Non,,,Oui,0,Non,268,M,6242,,,,,,,,,,,,,,,,,,,,,,,, ,,,RUE,,SATURNE,933000374,13,131,13116,"663491,4284","6873042,787"
Bibliothﾊque Elsa Triolet,93,Pantin,93055,93500,3,Non,,,Oui,0,Non,1500,I,4197,,,,,,,,,,,,,,,,,,,,,,,102, ,,,AV,,JEAN LOLIVE,933002258,13,131,13116,"656619,8883","6865890,321"
Bibliothﾊque Elsa Triolet,93,Sevran,93071,93270,3,Non,,,Oui,0,Non,300,M,6266,,,,,,,,,,,,,,,,,,,,,,,9, ,,,PL,,ELSA TRIOLET,933002712,13,131,13116,"666978,088","6871705,15"
Bibliothﾊque Elsa Triolet,95,Garges-lﾊs-Gonesse,95268,95140,3,Non,,,Oui,0,Non,790,I,4279,,,,,,,,,,,,,,,,,,,,,,,,,,,RUE,,FRANCOIS CHALGRIN,950000020,13,131,13116,"656150,6129","6874779,962"
Bibliothﾊque Enfants,92,Garches,92033,92380,3,Non,,,Oui,0,Non,246,M,6222,,,,,,,,,,,,,,,,,,,,,,,9, ,,,RUE,,SUISSES,923001279,13,131,13116,"641028,1139","6861763,137"
Bibliothﾊque Est Denis-diderot,94,Vincennes,94080,94300,3,Non,,,Oui,0,Non,203,M,6298,,,,,,,,,,,,,,,,,,,,,,,162, ,,,RUE,,JARRY,943003080,13,131,13116,"659809,6061","6861198,925"
Bibliothﾊque et Discothﾊque Municipale Aimﾂ Cﾂsaire,92,Villeneuve-la-Garenne,92078,92390,3,Non,,,Oui,0,Non,755,M,4173,,,,,,,,,,,,,,,,,,,,,,,23, ,,,QU,,ASNIERES,923002977,13,131,13116,"651334,0865","6870815,571"
Bibliothﾊque Franﾇoise Sagan (Carrﾂ St-Lazare),75,Paris 10e Arrondissement,75110,,2,Non,,,Oui,1,Oui,3200,M,,,,,,,,,,,,,,,,,,,,,,,,8,,,,RUE,,LEON SCHWARTZENBERG,753002093,13,131,13116,"652593,7804","6864128,113"
Bibliothﾊque Georges Perec,93,Gagny,93032,93220,3,Non,,,Oui,0,Non,1500,M,4187,,,,,,,,,,,,,,,,,,,,,,,20, ,,,AV,,JEAN JAURES,933001268,13,131,13116,"665517,5602","6864955,471"
Bibliothﾊque Gﾂrard de Nerval,91,Vauhallan,91635,91430,3,Non,,,Oui,,,190,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,DES,ECOLES,910000137,13,131,13116,"641791,1533","6848437,78"
Bibliothﾊque Guillaume Apollinaire,93,Aulnay-sous-Bois,93005,93600,3,Non,,,Oui,0,Non,183,M,6244,,,,,,,,,,,,,,,,,,,,,,,22, ,,,RUE,,TURGOT,933000375,13,131,13116,"662129,5407","6870040,262"
Bibliothﾊque intercommunale Franﾇois Miterrand,93,Le Prﾂ-Saint-Gervais,93061,93310,3,Non,,,Oui,0,Non,632,I,4200,,,,,,,,,,,,,,,,,,,,,,,46, ,,,AV,,JEAN JAURES,933000193,13,131,13116,"656601,6901","6864972,919"
Bibliothﾊque Jacqueline de Romilly,91,Crosne,91191,91560,3,Non,,,Oui,0,Non,623,I,4079,,,,,,,,,,,,,,,,,,,,,,,6,,,,RUE,DE,SCHOTTEN,910000058,13,131,13116,"660307,3582","6846353,065"
Bibliothﾊque Jacques Prﾂvert,93,Le Blanc-Mesnil,93007,93150,3,Non,,,Oui,0,Non,170,M,6249,,,,,,,,,,,,,,,,,,,,,,,, ,,,BD,,JACQUES DECOUR,933001500,13,131,13116,"661422,8793","6869774,54"
bibliothﾊque jeunesse,78,La Celle-Saint-Cloud,78126,78170,3,Non,,,Oui,0,Non,56,M,10279,,,,,,,,,,,,,,,,,,,,,,,1,,,,PL,DU,JUMELAGE,780000022,13,131,13116,"636354,9794","6860910,112"
